path,relevant
nepal_eq/nepal_eq_severe_im_6618.jpg,1
nepal_eq/nepal_eq_none_im_9350.jpg,0
nepal_eq/nepal_eq_none_im_38619.jpg,0
nepal_eq/nepal_eq_none_im_31621.jpg,0
nepal_eq/nepal_eq_none_im_25864.jpg,0
nepal_eq/nepal_eq_none_im_29109.jpg,0
nepal_eq/nepal_eq_none_im_14301.jpg,0
nepal_eq/nepal_eq_severe_im_40717.jpg,1
nepal_eq/nepal_eq_mild_im_5345.jpg,1
nepal_eq/nepal_eq_none_im_17875.jpg,0
nepal_eq/nepal_eq_mild_im_19498.jpg,1
nepal_eq/nepal_eq_none_im_34208.jpg,0
nepal_eq/nepal_eq_severe_im_19653.jpg,1
nepal_eq/nepal_eq_severe_im_38355.jpg,1
nepal_eq/nepal_eq_none_im_15367.jpg,0
nepal_eq/nepal_eq_none_im_24264.jpg,0
nepal_eq/nepal_eq_none_im_16833.jpg,0
nepal_eq/nepal_eq_severe_im_14367.jpg,1
nepal_eq/nepal_eq_none_im_6861.jpg,0
nepal_eq/nepal_eq_severe_im_10325.jpg,1
nepal_eq/nepal_eq_mild_im_12632.jpg,1
nepal_eq/nepal_eq_none_im_23705.jpg,0
nepal_eq/nepal_eq_severe_im_17764.jpg,1
nepal_eq/nepal_eq_severe_im_5168.jpg,1
nepal_eq/nepal_eq_none_im_12136.jpg,0
nepal_eq/nepal_eq_none_im_14381.jpg,0
nepal_eq/nepal_eq_mild_im_36484.jpg,1
nepal_eq/nepal_eq_severe_im_9008.jpg,1
nepal_eq/nepal_eq_severe_im_21574.jpg,1
nepal_eq/nepal_eq_severe_im_31205.jpg,1
nepal_eq/nepal_eq_none_im_26335.jpg,0
nepal_eq/nepal_eq_severe_im_36009.jpg,1
nepal_eq/nepal_eq_severe_im_34446.jpg,1
nepal_eq/nepal_eq_mild_im_13972.jpg,1
nepal_eq/nepal_eq_none_im_37223.jpg,0
nepal_eq/nepal_eq_severe_im_41253.jpg,1
nepal_eq/nepal_eq_severe_im_21450.jpg,1
nepal_eq/nepal_eq_severe_im_19134.jpg,1
nepal_eq/nepal_eq_mild_im_21109.jpg,1
nepal_eq/nepal_eq_severe_im_452.jpg,1
nepal_eq/nepal_eq_severe_im_5163.jpg,1
nepal_eq/nepal_eq_severe_im_32703.jpg,1
nepal_eq/nepal_eq_severe_im_27469.jpg,1
nepal_eq/nepal_eq_severe_im_19404.jpg,1
nepal_eq/nepal_eq_severe_im_16541.jpg,1
nepal_eq/nepal_eq_none_im_31273.jpg,0
nepal_eq/nepal_eq_severe_im_27726.jpg,1
nepal_eq/nepal_eq_severe_im_17779.jpg,1
nepal_eq/nepal_eq_none_im_16523.jpg,0
nepal_eq/nepal_eq_severe_im_10320.jpg,1
nepal_eq/nepal_eq_severe_im_32332.jpg,1
nepal_eq/nepal_eq_none_im_39535.jpg,0
nepal_eq/nepal_eq_none_im_4659.jpg,0
nepal_eq/nepal_eq_severe_im_255.jpg,1
nepal_eq/nepal_eq_none_im_5174.jpg,0
nepal_eq/nepal_eq_severe_im_9936.jpg,1
nepal_eq/nepal_eq_mild_im_14283.jpg,1
nepal_eq/nepal_eq_none_im_5260.jpg,0
nepal_eq/nepal_eq_severe_im_11216.jpg,1
nepal_eq/nepal_eq_none_im_5617.png,0
nepal_eq/nepal_eq_mild_im_41508.jpg,1
nepal_eq/nepal_eq_severe_im_33834.jpg,1
nepal_eq/nepal_eq_severe_im_37422.jpg,1
nepal_eq/nepal_eq_none_im_39472.jpg,0
nepal_eq/nepal_eq_none_im_31077.jpg,0
nepal_eq/nepal_eq_none_im_13639.jpg,0
nepal_eq/nepal_eq_severe_im_2216.jpg,1
nepal_eq/nepal_eq_none_im_627.jpg,0
nepal_eq/nepal_eq_none_im_36129.jpg,0
nepal_eq/nepal_eq_severe_im_38099.jpg,1
nepal_eq/nepal_eq_mild_im_27686.jpg,1
nepal_eq/nepal_eq_severe_im_704.jpg,1
nepal_eq/nepal_eq_severe_im_42947.jpg,1
nepal_eq/nepal_eq_none_im_13245.jpg,0
nepal_eq/nepal_eq_none_im_1037.png,0
nepal_eq/nepal_eq_severe_im_11741.jpg,1
nepal_eq/nepal_eq_severe_im_16515.jpg,1
nepal_eq/nepal_eq_none_im_41008.jpg,0
nepal_eq/nepal_eq_severe_im_8203.jpg,1
nepal_eq/nepal_eq_severe_im_34834.jpg,1
nepal_eq/nepal_eq_severe_im_33397.jpg,1
nepal_eq/nepal_eq_mild_im_12646.jpg,1
nepal_eq/nepal_eq_none_im_16577.jpg,0
nepal_eq/nepal_eq_severe_im_21455.jpg,1
nepal_eq/nepal_eq_severe_im_32180.jpg,1
nepal_eq/nepal_eq_none_im_7167.jpg,0
nepal_eq/nepal_eq_mild_im_30844.jpg,1
nepal_eq/nepal_eq_none_im_37395.jpg,0
nepal_eq/nepal_eq_none_im_10981.jpg,0
nepal_eq/nepal_eq_none_im_8409.jpg,0
nepal_eq/nepal_eq_none_im_24833.png,0
nepal_eq/nepal_eq_none_im_35986.jpg,0
nepal_eq/nepal_eq_none_im_34569.jpg,0
nepal_eq/nepal_eq_none_im_13683.jpg,0
nepal_eq/nepal_eq_severe_im_11813.jpg,1
nepal_eq/nepal_eq_severe_im_39525.jpg,1
nepal_eq/nepal_eq_severe_im_39285.jpg,1
nepal_eq/nepal_eq_severe_im_3916.jpg,1
nepal_eq/nepal_eq_mild_im_33240.jpg,1
nepal_eq/nepal_eq_severe_im_22322.jpg,1
nepal_eq/nepal_eq_mild_im_12859.jpg,1
nepal_eq/nepal_eq_severe_im_22009.jpg,1
nepal_eq/nepal_eq_severe_im_7629.jpg,1
nepal_eq/nepal_eq_severe_im_34313.jpg,1
nepal_eq/nepal_eq_none_im_21558.jpg,0
nepal_eq/nepal_eq_severe_im_14647.jpg,1
nepal_eq/nepal_eq_none_im_17048.jpg,0
nepal_eq/nepal_eq_none_im_23606.jpg,0
nepal_eq/nepal_eq_severe_im_37980.jpg,1
nepal_eq/nepal_eq_none_im_34845.jpg,0
nepal_eq/nepal_eq_severe_im_22644.jpg,1
nepal_eq/nepal_eq_none_im_28869.jpg,0
nepal_eq/nepal_eq_severe_im_11434.jpg,1
nepal_eq/nepal_eq_none_im_11407.jpg,0
nepal_eq/nepal_eq_severe_im_14360.jpg,1
nepal_eq/nepal_eq_none_im_42659.jpg,0
nepal_eq/nepal_eq_mild_im_5481.jpg,1
nepal_eq/nepal_eq_none_im_42733.jpg,0
nepal_eq/nepal_eq_severe_im_36455.jpg,1
nepal_eq/nepal_eq_none_im_41727.jpg,0
nepal_eq/nepal_eq_mild_im_6837.jpg,1
nepal_eq/nepal_eq_mild_im_10939.jpg,1
nepal_eq/nepal_eq_none_im_30108.png,0
nepal_eq/nepal_eq_none_im_14420.jpg,0
nepal_eq/nepal_eq_severe_im_42729.jpg,1
nepal_eq/nepal_eq_severe_im_16585.jpg,1
nepal_eq/nepal_eq_none_im_10338.jpg,0
nepal_eq/nepal_eq_severe_im_17309.jpg,1
nepal_eq/nepal_eq_severe_im_9714.jpg,1
nepal_eq/nepal_eq_none_im_7040.jpg,0
nepal_eq/nepal_eq_none_im_11440.jpg,0
nepal_eq/nepal_eq_none_im_16372.jpg,0
nepal_eq/nepal_eq_severe_im_31196.jpg,1
nepal_eq/nepal_eq_severe_im_14855.jpg,1
nepal_eq/nepal_eq_severe_im_8950.jpg,1
nepal_eq/nepal_eq_severe_im_14126.jpg,1
nepal_eq/nepal_eq_none_im_34201.jpg,0
nepal_eq/nepal_eq_severe_im_8703.jpg,1
nepal_eq/nepal_eq_severe_im_32967.jpg,1
nepal_eq/nepal_eq_severe_im_8815.jpg,1
nepal_eq/nepal_eq_severe_im_24751.jpg,1
nepal_eq/nepal_eq_severe_im_22701.jpg,1
nepal_eq/nepal_eq_severe_im_40789.jpg,1
nepal_eq/nepal_eq_severe_im_11890.jpg,1
nepal_eq/nepal_eq_mild_im_14479.jpg,1
nepal_eq/nepal_eq_none_im_7784.jpg,0
nepal_eq/nepal_eq_severe_im_38240.jpg,1
nepal_eq/nepal_eq_severe_im_13343.jpg,1
nepal_eq/nepal_eq_none_im_9272.jpg,0
nepal_eq/nepal_eq_severe_im_41636.jpg,1
nepal_eq/nepal_eq_none_im_25394.jpg,0
nepal_eq/nepal_eq_severe_im_9741.jpg,1
nepal_eq/nepal_eq_severe_im_6231.jpg,1
nepal_eq/nepal_eq_none_im_37064.jpg,0
nepal_eq/nepal_eq_none_im_34170.jpg,0
nepal_eq/nepal_eq_severe_im_38548.jpg,1
nepal_eq/nepal_eq_none_im_24780.jpg,0
nepal_eq/nepal_eq_severe_im_11356.jpg,1
nepal_eq/nepal_eq_none_im_43137.jpg,0
nepal_eq/nepal_eq_mild_im_10833.jpg,1
nepal_eq/nepal_eq_none_im_14057.jpg,0
nepal_eq/nepal_eq_severe_im_30723.jpg,1
nepal_eq/nepal_eq_mild_im_35162.jpg,1
nepal_eq/nepal_eq_none_im_11221.jpg,0
nepal_eq/nepal_eq_mild_im_18372.jpg,1
nepal_eq/nepal_eq_none_im_34520.jpg,0
nepal_eq/nepal_eq_severe_im_42214.jpg,1
nepal_eq/nepal_eq_none_im_12777.jpg,0
nepal_eq/nepal_eq_none_im_26926.jpg,0
nepal_eq/nepal_eq_none_im_15441.jpg,0
nepal_eq/nepal_eq_none_im_9475.jpg,0
nepal_eq/nepal_eq_none_im_6739.jpg,0
nepal_eq/nepal_eq_severe_im_33307.jpg,1
nepal_eq/nepal_eq_none_im_14508.jpg,0
nepal_eq/nepal_eq_severe_im_15336.jpg,1
nepal_eq/nepal_eq_none_im_14927.jpg,0
nepal_eq/nepal_eq_severe_im_9758.jpg,1
nepal_eq/nepal_eq_severe_im_23051.jpg,1
nepal_eq/nepal_eq_none_im_37415.jpg,0
nepal_eq/nepal_eq_severe_im_23428.jpg,1
nepal_eq/nepal_eq_none_im_12060.jpg,0
nepal_eq/nepal_eq_mild_im_924.jpg,1
nepal_eq/nepal_eq_none_im_10675.jpg,0
nepal_eq/nepal_eq_severe_im_41642.jpg,1
nepal_eq/nepal_eq_none_im_24981.jpg,0
nepal_eq/nepal_eq_mild_im_43039.png,1
nepal_eq/nepal_eq_severe_im_39711.jpg,1
nepal_eq/nepal_eq_none_im_17962.jpg,0
nepal_eq/nepal_eq_severe_im_32978.jpg,1
nepal_eq/nepal_eq_none_im_6963.jpg,0
nepal_eq/nepal_eq_severe_im_6150.jpg,1
nepal_eq/nepal_eq_none_im_41537.jpg,0
nepal_eq/nepal_eq_none_im_28100.jpg,0
nepal_eq/nepal_eq_severe_im_37991.jpg,1
nepal_eq/nepal_eq_severe_im_10742.jpg,1
nepal_eq/nepal_eq_none_im_28041.jpg,0
nepal_eq/nepal_eq_none_im_29975.jpg,0
nepal_eq/nepal_eq_none_im_9717.jpg,0
nepal_eq/nepal_eq_severe_im_41623.jpg,1
nepal_eq/nepal_eq_severe_im_12547.jpg,1
nepal_eq/nepal_eq_severe_im_32542.jpg,1
nepal_eq/nepal_eq_severe_im_8766.jpg,1
nepal_eq/nepal_eq_severe_im_33351.jpg,1
nepal_eq/nepal_eq_none_im_8253.jpg,0
nepal_eq/nepal_eq_severe_im_29194.jpg,1
nepal_eq/nepal_eq_severe_im_18101.jpg,1
nepal_eq/nepal_eq_severe_im_13463.jpg,1
nepal_eq/nepal_eq_severe_im_5366.jpg,1
nepal_eq/nepal_eq_severe_im_13636.jpg,1
nepal_eq/nepal_eq_mild_im_35452.jpg,1
nepal_eq/nepal_eq_severe_im_18869.jpg,1
nepal_eq/nepal_eq_severe_im_28675.jpg,1
nepal_eq/nepal_eq_severe_im_39307.jpg,1
nepal_eq/nepal_eq_none_im_40056.jpg,0
nepal_eq/nepal_eq_none_im_31738.jpg,0
nepal_eq/nepal_eq_mild_im_14117.jpg,1
nepal_eq/nepal_eq_none_im_7508.jpg,0
nepal_eq/nepal_eq_severe_im_10520.jpg,1
nepal_eq/nepal_eq_severe_im_1137.jpg,1
nepal_eq/nepal_eq_none_im_10349.jpg,0
nepal_eq/nepal_eq_mild_im_35828.jpg,1
nepal_eq/nepal_eq_severe_im_19312.jpg,1
nepal_eq/nepal_eq_severe_im_40259.jpg,1
nepal_eq/nepal_eq_severe_im_10764.png,1
nepal_eq/nepal_eq_severe_im_40286.jpg,1
nepal_eq/nepal_eq_severe_im_22867.jpg,1
nepal_eq/nepal_eq_severe_im_7512.jpg,1
nepal_eq/nepal_eq_severe_im_32348.jpg,1
nepal_eq/nepal_eq_mild_im_29164.jpg,1
nepal_eq/nepal_eq_severe_im_973.jpg,1
nepal_eq/nepal_eq_none_im_11285.jpg,0
nepal_eq/nepal_eq_none_im_12052.jpg,0
nepal_eq/nepal_eq_severe_im_43164.jpg,1
nepal_eq/nepal_eq_mild_im_36076.jpg,1
nepal_eq/nepal_eq_severe_im_30469.jpg,1
nepal_eq/nepal_eq_none_im_9033.jpg,0
nepal_eq/nepal_eq_none_im_12147.jpg,0
nepal_eq/nepal_eq_severe_im_9651.jpg,1
nepal_eq/nepal_eq_severe_im_11661.jpg,1
nepal_eq/nepal_eq_mild_im_15770.jpg,1
nepal_eq/nepal_eq_mild_im_12484.jpg,1
nepal_eq/nepal_eq_severe_im_42220.jpg,1
nepal_eq/nepal_eq_severe_im_7183.jpg,1
nepal_eq/nepal_eq_none_im_42239.jpg,0
nepal_eq/nepal_eq_none_im_20548.jpg,0
nepal_eq/nepal_eq_none_im_15330.jpg,0
nepal_eq/nepal_eq_severe_im_42232.jpg,1
nepal_eq/nepal_eq_severe_im_27235.jpg,1
nepal_eq/nepal_eq_none_im_23273.jpg,0
nepal_eq/nepal_eq_mild_im_37192.jpg,1
nepal_eq/nepal_eq_mild_im_33301.jpg,1
nepal_eq/nepal_eq_severe_im_7631.jpg,1
nepal_eq/nepal_eq_none_im_7197.jpg,0
nepal_eq/nepal_eq_severe_im_40779.png,1
nepal_eq/nepal_eq_severe_im_22852.jpg,1
nepal_eq/nepal_eq_none_im_7215.jpg,0
nepal_eq/nepal_eq_none_im_20125.jpg,0
nepal_eq/nepal_eq_none_im_13207.jpg,0
nepal_eq/nepal_eq_mild_im_14596.jpg,1
nepal_eq/nepal_eq_severe_im_40733.jpg,1
nepal_eq/nepal_eq_severe_im_9446.jpg,1
nepal_eq/nepal_eq_mild_im_7433.jpg,1
nepal_eq/nepal_eq_mild_im_11888.jpg,1
nepal_eq/nepal_eq_mild_im_5785.jpg,1
nepal_eq/nepal_eq_none_im_9778.jpg,0
nepal_eq/nepal_eq_severe_im_24067.jpg,1
nepal_eq/nepal_eq_severe_im_15662.jpg,1
nepal_eq/nepal_eq_none_im_30732.jpg,0
nepal_eq/nepal_eq_severe_im_13813.jpg,1
nepal_eq/nepal_eq_none_im_35342.jpg,0
nepal_eq/nepal_eq_mild_im_13711.jpg,1
nepal_eq/nepal_eq_severe_im_25253.jpg,1
nepal_eq/nepal_eq_mild_im_15458.jpg,1
nepal_eq/nepal_eq_severe_im_11586.jpg,1
nepal_eq/nepal_eq_severe_im_34775.jpg,1
nepal_eq/nepal_eq_none_im_8265.jpg,0
nepal_eq/nepal_eq_none_im_16250.jpg,0
nepal_eq/nepal_eq_none_im_19787.jpg,0
nepal_eq/nepal_eq_severe_im_43093.jpg,1
nepal_eq/nepal_eq_severe_im_11338.jpg,1
nepal_eq/nepal_eq_none_im_7238.jpg,0
nepal_eq/nepal_eq_none_im_31321.jpg,0
nepal_eq/nepal_eq_severe_im_35691.jpg,1
nepal_eq/nepal_eq_severe_im_7074.png,1
nepal_eq/nepal_eq_severe_im_42817.jpg,1
nepal_eq/nepal_eq_severe_im_17938.jpg,1
nepal_eq/nepal_eq_severe_im_12100.jpg,1
nepal_eq/nepal_eq_severe_im_29044.jpg,1
nepal_eq/nepal_eq_severe_im_23256.jpg,1
nepal_eq/nepal_eq_severe_im_22943.jpg,1
nepal_eq/nepal_eq_mild_im_2320.jpg,1
nepal_eq/nepal_eq_none_im_20456.jpg,0
nepal_eq/nepal_eq_mild_im_19995.jpg,1
nepal_eq/nepal_eq_severe_im_41783.jpg,1
nepal_eq/nepal_eq_severe_im_11342.jpg,1
nepal_eq/nepal_eq_mild_im_18802.jpg,1
nepal_eq/nepal_eq_mild_im_1177.jpg,1
nepal_eq/nepal_eq_none_im_28292.jpg,0
nepal_eq/nepal_eq_severe_im_41351.jpg,1
nepal_eq/nepal_eq_none_im_30923.jpg,0
nepal_eq/nepal_eq_none_im_20500.jpg,0
nepal_eq/nepal_eq_none_im_10273.jpg,0
nepal_eq/nepal_eq_none_im_40174.jpg,0
nepal_eq/nepal_eq_mild_im_5543.jpg,1
nepal_eq/nepal_eq_severe_im_12627.jpg,1
nepal_eq/nepal_eq_severe_im_22566.jpg,1
nepal_eq/nepal_eq_severe_im_28707.jpg,1
nepal_eq/nepal_eq_none_im_15468.jpg,0
nepal_eq/nepal_eq_none_im_13066.jpg,0
nepal_eq/nepal_eq_severe_im_13898.jpg,1
nepal_eq/nepal_eq_none_im_42550.jpg,0
nepal_eq/nepal_eq_mild_im_14314.jpg,1
nepal_eq/nepal_eq_severe_im_39540.jpg,1
nepal_eq/nepal_eq_severe_im_13203.jpg,1
nepal_eq/nepal_eq_severe_im_20050.jpg,1
nepal_eq/nepal_eq_none_im_14363.jpg,0
nepal_eq/nepal_eq_none_im_21094.jpg,0
nepal_eq/nepal_eq_none_im_25523.jpg,0
nepal_eq/nepal_eq_none_im_27515.jpg,0
nepal_eq/nepal_eq_severe_im_36872.jpg,1
nepal_eq/nepal_eq_severe_im_29296.jpg,1
nepal_eq/nepal_eq_severe_im_13036.jpg,1
nepal_eq/nepal_eq_none_im_26565.jpg,0
nepal_eq/nepal_eq_severe_im_13111.jpg,1
nepal_eq/nepal_eq_mild_im_42875.jpg,1
nepal_eq/nepal_eq_severe_im_34588.jpg,1
nepal_eq/nepal_eq_severe_im_18100.jpg,1
nepal_eq/nepal_eq_none_im_41602.jpg,0
nepal_eq/nepal_eq_severe_im_40936.jpg,1
nepal_eq/nepal_eq_none_im_18192.jpg,0
nepal_eq/nepal_eq_severe_im_37377.jpg,1
nepal_eq/nepal_eq_none_im_16517.jpg,0
nepal_eq/nepal_eq_none_im_5814.jpg,0
nepal_eq/nepal_eq_mild_im_12013.jpg,1
nepal_eq/nepal_eq_severe_im_33040.jpg,1
nepal_eq/nepal_eq_severe_im_7261.jpg,1
nepal_eq/nepal_eq_none_im_6635.jpg,0
nepal_eq/nepal_eq_none_im_30203.jpg,0
nepal_eq/nepal_eq_none_im_41754.jpg,0
nepal_eq/nepal_eq_severe_im_9760.jpg,1
nepal_eq/nepal_eq_mild_im_14837.jpg,1
nepal_eq/nepal_eq_none_im_37021.jpg,0
nepal_eq/nepal_eq_none_im_29992.jpg,0
nepal_eq/nepal_eq_mild_im_7048.jpg,1
nepal_eq/nepal_eq_mild_im_11512.jpg,1
nepal_eq/nepal_eq_none_im_9349.jpg,0
nepal_eq/nepal_eq_mild_im_16350.jpg,1
nepal_eq/nepal_eq_mild_im_37240.jpg,1
nepal_eq/nepal_eq_severe_im_11435.jpg,1
nepal_eq/nepal_eq_mild_im_40399.jpg,1
nepal_eq/nepal_eq_none_im_23199.jpg,0
nepal_eq/nepal_eq_severe_im_40645.jpg,1
nepal_eq/nepal_eq_severe_im_38793.jpg,1
nepal_eq/nepal_eq_none_im_40281.jpg,0
nepal_eq/nepal_eq_severe_im_42195.jpg,1
nepal_eq/nepal_eq_severe_im_12074.jpg,1
nepal_eq/nepal_eq_none_im_25698.jpg,0
nepal_eq/nepal_eq_severe_im_40833.jpg,1
nepal_eq/nepal_eq_none_im_14007.jpg,0
nepal_eq/nepal_eq_none_im_16526.jpg,0
nepal_eq/nepal_eq_severe_im_5484.jpg,1
nepal_eq/nepal_eq_severe_im_27649.jpg,1
nepal_eq/nepal_eq_none_im_29497.jpg,0
nepal_eq/nepal_eq_none_im_14055.jpg,0
nepal_eq/nepal_eq_severe_im_9454.jpg,1
nepal_eq/nepal_eq_severe_im_20547.jpg,1
nepal_eq/nepal_eq_none_im_19280.jpg,0
nepal_eq/nepal_eq_none_im_534.jpg,0
nepal_eq/nepal_eq_none_im_30966.jpg,0
nepal_eq/nepal_eq_mild_im_11678.jpg,1
nepal_eq/nepal_eq_severe_im_27821.jpg,1
nepal_eq/nepal_eq_severe_im_20542.jpg,1
nepal_eq/nepal_eq_severe_im_6508.jpg,1
nepal_eq/nepal_eq_severe_im_41680.png,1
nepal_eq/nepal_eq_severe_im_13113.jpg,1
nepal_eq/nepal_eq_none_im_14414.jpg,0
nepal_eq/nepal_eq_severe_im_7266.jpg,1
nepal_eq/nepal_eq_severe_im_16999.jpg,1
nepal_eq/nepal_eq_mild_im_16080.jpg,1
nepal_eq/nepal_eq_mild_im_40282.jpg,1
nepal_eq/nepal_eq_none_im_7257.jpg,0
nepal_eq/nepal_eq_mild_im_42256.jpg,1
nepal_eq/nepal_eq_severe_im_35573.jpg,1
nepal_eq/nepal_eq_severe_im_21491.jpg,1
nepal_eq/nepal_eq_none_im_816.jpg,0
nepal_eq/nepal_eq_severe_im_10275.jpg,1
nepal_eq/nepal_eq_severe_im_21315.jpg,1
nepal_eq/nepal_eq_severe_im_12122.jpg,1
nepal_eq/nepal_eq_severe_im_11531.jpg,1
nepal_eq/nepal_eq_severe_im_14919.jpg,1
nepal_eq/nepal_eq_none_im_6860.jpg,0
nepal_eq/nepal_eq_mild_im_6690.jpg,1
nepal_eq/nepal_eq_severe_im_22682.jpg,1
nepal_eq/nepal_eq_none_im_33619.jpg,0
nepal_eq/nepal_eq_severe_im_5038.jpg,1
nepal_eq/nepal_eq_severe_im_27433.jpg,1
nepal_eq/nepal_eq_none_im_17968.jpg,0
nepal_eq/nepal_eq_severe_im_28367.jpg,1
nepal_eq/nepal_eq_none_im_35197.jpg,0
nepal_eq/nepal_eq_none_im_39700.jpg,0
nepal_eq/nepal_eq_none_im_34753.jpg,0
nepal_eq/nepal_eq_none_im_16920.jpg,0
nepal_eq/nepal_eq_none_im_6926.jpg,0
nepal_eq/nepal_eq_none_im_28269.jpg,0
nepal_eq/nepal_eq_severe_im_30062.jpg,1
nepal_eq/nepal_eq_severe_im_12943.jpg,1
nepal_eq/nepal_eq_none_im_17282.jpg,0
nepal_eq/nepal_eq_severe_im_32713.jpg,1
nepal_eq/nepal_eq_mild_im_12725.jpg,1
nepal_eq/nepal_eq_severe_im_8983.jpg,1
nepal_eq/nepal_eq_none_im_27661.jpg,0
nepal_eq/nepal_eq_severe_im_39934.jpg,1
nepal_eq/nepal_eq_severe_im_37314.jpg,1
nepal_eq/nepal_eq_none_im_43075.jpg,0
nepal_eq/nepal_eq_none_im_36646.jpg,0
nepal_eq/nepal_eq_severe_im_25196.jpg,1
nepal_eq/nepal_eq_severe_im_39284.jpg,1
nepal_eq/nepal_eq_severe_im_5195.jpg,1
nepal_eq/nepal_eq_severe_im_12944.jpg,1
nepal_eq/nepal_eq_severe_im_34761.jpg,1
nepal_eq/nepal_eq_mild_im_40292.jpg,1
nepal_eq/nepal_eq_none_im_29093.jpg,0
nepal_eq/nepal_eq_severe_im_13701.jpg,1
nepal_eq/nepal_eq_severe_im_11289.jpg,1
nepal_eq/nepal_eq_mild_im_8763.jpg,1
nepal_eq/nepal_eq_severe_im_29277.jpg,1
nepal_eq/nepal_eq_none_im_31771.jpg,0
nepal_eq/nepal_eq_none_im_6207.jpg,0
nepal_eq/nepal_eq_severe_im_40661.jpg,1
nepal_eq/nepal_eq_severe_im_6938.jpg,1
nepal_eq/nepal_eq_severe_im_16371.jpg,1
nepal_eq/nepal_eq_none_im_40090.jpg,0
nepal_eq/nepal_eq_mild_im_18736.jpg,1
nepal_eq/nepal_eq_severe_im_37235.jpg,1
nepal_eq/nepal_eq_mild_im_14912.jpg,1
nepal_eq/nepal_eq_severe_im_29285.jpg,1
nepal_eq/nepal_eq_none_im_23434.jpg,0
nepal_eq/nepal_eq_none_im_2152.jpg,0
nepal_eq/nepal_eq_none_im_37168.jpg,0
nepal_eq/nepal_eq_none_im_5918.jpg,0
nepal_eq/nepal_eq_severe_im_13214.jpg,1
nepal_eq/nepal_eq_severe_im_34579.jpg,1
nepal_eq/nepal_eq_severe_im_27720.jpg,1
nepal_eq/nepal_eq_severe_im_41570.jpg,1
nepal_eq/nepal_eq_severe_im_40685.jpg,1
nepal_eq/nepal_eq_severe_im_145.jpg,1
nepal_eq/nepal_eq_severe_im_28428.jpg,1
nepal_eq/nepal_eq_severe_im_36429.jpg,1
nepal_eq/nepal_eq_severe_im_25132.jpg,1
nepal_eq/nepal_eq_none_im_7860.png,0
nepal_eq/nepal_eq_none_im_27511.jpg,0
nepal_eq/nepal_eq_severe_im_21731.jpg,1
nepal_eq/nepal_eq_none_im_5852.jpg,0
nepal_eq/nepal_eq_mild_im_17862.jpg,1
nepal_eq/nepal_eq_severe_im_17381.jpg,1
nepal_eq/nepal_eq_severe_im_43207.jpg,1
nepal_eq/nepal_eq_none_im_28261.jpg,0
nepal_eq/nepal_eq_severe_im_12449.jpg,1
nepal_eq/nepal_eq_none_im_37742.jpg,0
nepal_eq/nepal_eq_severe_im_40042.jpg,1
nepal_eq/nepal_eq_severe_im_7574.jpg,1
nepal_eq/nepal_eq_severe_im_38048.jpg,1
nepal_eq/nepal_eq_none_im_7039.jpg,0
nepal_eq/nepal_eq_none_im_23681.jpg,0
nepal_eq/nepal_eq_none_im_8698.jpg,0
nepal_eq/nepal_eq_none_im_17915.jpg,0
nepal_eq/nepal_eq_severe_im_36545.jpg,1
nepal_eq/nepal_eq_severe_im_35674.jpg,1
nepal_eq/nepal_eq_mild_im_40394.jpg,1
